photo_id,filename,x1,y1,x2,y2,conf,blur_score,task,Score A,Score B,Score C,Load Factor,Activity score,Coupling Factor,RScore A,RScoreB,RScoreC,Frebascore
1803,2_Demolisher 6__f000606__t001.jpg,189.6427612,330.7385864,738.9338379,1270.718872,0.91854614,758.2295206,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1805,2_Demolisher 6__f000786__t001.jpg,187.5549927,350.3212891,727.2856445,1289.4646,0.902935088,793.3559367,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1808,2_Demolisher 6__f000924__t006.jpg,853.3637085,1364.488281,1065.672974,1709.36377,0.711650193,659.3773799,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1809,2_Demolisher 6__f000966__t001.jpg,245.349823,328.1414185,783.8374634,1297.120117,0.920798242,737.5886829,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1812,2_Demolisher 6__f001146__t001.jpg,243.4375,329.7154236,768.5435791,1283.435547,0.911264479,831.9455897,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1813,2_Demolisher 6__f001326__t001.jpg,268.1777954,378.1904907,743.7838135,1297.195068,0.900212049,839.049131,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1814,2_Demolisher 6__f001506__t001.jpg,313.5245361,351.7733765,848.5200806,1311.064697,0.913372636,672.9735387,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1815,2_Demolisher 6__f001686__t001.jpg,292.6370239,334.7660217,902.4981689,1286.100464,0.928061247,698.4544239,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1816,2_Demolisher 6__f001750__t011.jpg,723.7557373,1203.384888,1080.0,1734.528809,0.717027724,750.4694294,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1818,2_Demolisher 6_CDW Remover__f000169__t001.jpg,424.2421265,238.949295,909.8795166,978.6755981,0.87378782,1175.989743,CDSS,6,2,6,1.0,1.0,2.0,7,4,8,9
1819,2_Demolisher 6_CDW Remover__f000349__t001.jpg,299.3405457,283.6001892,909.6730957,1012.401978,0.918230057,1234.243232,CDSS,7,2,7,1.0,1.0,2.0,8,4,9,10
1820,2_Demolisher 6_CDW Remover__f000529__t001.jpg,175.2120361,274.8612976,905.1073608,1009.187134,0.932830513,1128.043427,CDSS,7,4,8,1.0,1.0,2.0,8,6,10,11
1821,2_Demolisher 6_CDW Remover__f000709__t001.jpg,463.9510498,313.3748779,924.954895,1028.688599,0.884457529,1051.061294,CDSS,6,2,6,1.0,1.0,2.0,7,4,8,9
1822,2_Demolisher 6_CDW Remover__f000889__t001.jpg,257.3829956,319.3902893,949.6288452,1060.256592,0.922291756,1002.855967,CDSS,7,4,8,1.0,1.0,2.0,8,6,10,11
1823,2_Demolisher 6_CDW Remover__f001069__t001.jpg,364.8735352,340.8930054,1024.80188,1054.818237,0.928717077,890.2601863,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
1824,2_Demolisher 6_CDW Remover__f001249__t001.jpg,557.4525757,334.3308105,1019.982117,1049.788574,0.891085446,899.2175913,CDSS,6,2,6,1.0,1.0,2.0,7,4,8,9
1825,2_Demolisher 6_CDW Remover__f001429__t001.jpg,547.6738281,345.2045898,1017.90509,1052.450562,0.906148314,962.7297741,CDSS,6,2,6,1.0,1.0,2.0,7,4,8,9
1826,2_Demolisher 6_CDW Remover__f001609__t001.jpg,361.355011,351.0332642,1027.279907,1077.178833,0.928178906,1031.100049,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
1827,2_Demolisher 6_CDW Remover__f001789__t001.jpg,428.2774963,432.1101074,1007.816284,1120.924438,0.926156402,1093.4856,CDSS,6,4,7,1.0,1.0,2.0,7,6,9,10
1829,2_Demolisher 7__f000100__t003.jpg,14.41596413,21.87180328,276.6890869,926.2529907,0.938680112,181.3829308,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
1830,2_Demolisher 7__f000102__t003.jpg,14.62309074,26.20918655,281.2944641,926.3804932,0.938909709,178.4221296,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
1831,2_Demolisher 7__f000466__t004.jpg,200.6528931,571.7506714,396.6218262,794.1606445,0.872610152,195.6190089,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1833,2_Demolisher 7__f000764__t004.jpg,51.9512558,347.5178223,238.776947,768.8991089,0.879097641,192.8018498,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
1835,2_Demolisher 7__f000944__t004.jpg,24.62345123,335.8714294,253.1554413,758.8919678,0.812612534,231.1679993,DEM,3,1,2,2.0,1.0,1.0,5,2,4,5
1837,2_Demolisher 7__f001124__t004.jpg,0.0,321.6716919,184.023468,746.5622559,0.896342695,166.7284457,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1839,2_Demolisher 7__f001304__t004.jpg,22.38541222,329.710907,267.3788757,725.4449463,0.890165091,167.3504912,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1842,2_Demolisher 7__f001595__t001.jpg,636.8287964,114.2369995,1012.358704,810.0681152,0.922792792,216.8667967,DEM,5,5,6,2.0,1.0,1.0,7,6,9,10
1844,2_Demolisher 8_1__f000016__t004.jpg,1353.424316,201.538208,1631.185791,566.1676025,0.865446091,143.2317611,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1845,2_Demolisher 8_1__f000042__t002.jpg,81.36292267,32.05355835,419.6912537,514.1220093,0.901827693,146.9584099,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1846,2_Demolisher 8_1__f000053__t003.jpg,1589.405151,229.0246582,1909.582642,593.4884033,0.887316465,114.7021722,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1847,2_Demolisher 8_1__f000065__t001.jpg,463.8024292,181.9879913,962.8203735,862.2896729,0.916824222,136.5156854,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1848,2_Demolisher 8_1__f000068__t003.jpg,1591.627197,221.1191406,1887.858154,593.0911865,0.874941826,125.6215427,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1851,2_Demolisher 8_1__f000086__t002.jpg,75.32920837,41.27753067,413.4056091,516.0875854,0.902857125,150.8730338,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1852,2_Demolisher 8_1__f000106__t004.jpg,1345.653442,187.2741852,1607.118286,567.5146484,0.846382678,119.9176871,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1854,2_Demolisher 8_1__f000132__t002.jpg,58.30576324,37.85001755,399.3882751,508.6110535,0.91408056,148.0515392,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1855,2_Demolisher 8_1__f000140__t001.jpg,428.161438,175.3977966,927.2648315,858.5730591,0.905324101,154.0617321,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1856,2_Demolisher 8_1__f000143__t003.jpg,1545.621582,219.2565002,1796.679688,593.2282104,0.84045285,154.021967,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1857,2_Demolisher 8_1__f000155__t001.jpg,406.6736755,180.291214,904.9525146,859.088501,0.895192862,244.5312441,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
1858,2_Demolisher 8_1__f000159__t006.jpg,298.065979,141.1718597,524.7306519,374.4778748,0.725237072,240.8223075,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1859,2_Demolisher 8_1__f000168__t005.jpg,797.675354,0.338894784,1001.594116,507.061554,0.788388431,204.5291165,DEM,5,5,6,2.0,1.0,1.0,7,6,9,10
1861,2_Demolisher 8_1__f000178__t004.jpg,1289.727661,190.4458008,1557.336792,574.9571533,0.83308661,252.9640279,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1862,2_Demolisher 8_1__f000196__t004.jpg,1288.986328,191.7030334,1567.804077,576.8998413,0.863413334,204.0901199,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1864,2_Demolisher 8_1__f000233__t003.jpg,1546.658325,212.8803558,1881.196411,579.7078247,0.823694587,258.8028739,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1865,2_Demolisher 8_1__f000245__t001.jpg,411.6551514,162.0661011,899.9307251,841.1008911,0.855160832,231.6298729,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
1866,2_Demolisher 8_1__f000248__t003.jpg,1541.271484,210.3141785,1869.350342,574.9146118,0.872713983,234.7080514,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1870,2_Demolisher 8_1__f000286__t004.jpg,1288.980957,194.320816,1577.185913,549.1073608,0.803080678,249.1257229,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1873,2_Demolisher 8_1__f000320__t001.jpg,402.0876465,145.3110046,913.9185181,827.262085,0.892954111,191.1041133,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1874,2_Demolisher 8_1__f000323__t003.jpg,1546.079102,200.3643646,1870.385132,558.8741455,0.893691719,160.3040159,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1877,2_Demolisher 8_1__f000358__t004.jpg,1290.903809,158.9169464,1578.522339,540.5393066,0.766015291,205.4737704,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1878,2_Demolisher 8_1__f000428__t003.jpg,1532.007446,170.4127655,1827.859375,536.6397095,0.874763072,196.6342605,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1882,2_Demolisher 8_1__f000500__t001.jpg,307.8253784,104.2025833,910.5087891,797.6069336,0.880364597,220.2201853,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1883,2_Demolisher 8_1__f000538__t004.jpg,1309.231079,57.74995804,1563.838135,467.7581482,0.869960845,229.417084,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1884,2_Demolisher 8_1__f000608__t003.jpg,1556.585571,147.2336273,1885.052612,511.6071777,0.87448132,211.2254309,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1889,2_Demolisher 8_1__f000680__t001.jpg,430.8940735,128.5635223,934.6220093,767.0197144,0.887580931,149.3556038,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1890,2_Demolisher 8_1__f000718__t004.jpg,1352.366211,38.29271698,1614.993774,441.0429382,0.880908489,131.6733758,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1892,2_Demolisher 8_1__f000788__t003.jpg,1582.684204,125.2808151,1883.161865,484.4675903,0.859925389,113.5708763,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1898,2_Demolisher 8_1__f000860__t001.jpg,443.5108948,40.88363647,929.5238647,736.5003052,0.851771355,120.3060658,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
1900,2_Demolisher 8_1__f000898__t004.jpg,1295.219604,86.17589569,1599.86377,453.6733093,0.778815985,141.912747,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1904,2_Demolisher 8_1__f000968__t003.jpg,1558.726685,98.7685318,1841.842041,447.8988037,0.836636126,122.1246691,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1909,2_Demolisher 8_1__f001051__t021.jpg,1702.496582,66.77018738,1885.355225,436.8067322,0.823569775,144.4448011,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1912,2_Demolisher 8_1__f001077__t021.jpg,1675.930908,63.34235764,1916.347046,435.1763916,0.875268579,144.9200929,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1914,2_Demolisher 8_1__f001109__t019.jpg,1207.042236,1.975510955,1540.780029,371.7463074,0.88221848,149.0826866,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1915,2_Demolisher 8_1__f001135__t019.jpg,1195.408325,32.18993759,1533.651855,411.7946167,0.861781955,172.3809572,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1917,2_Demolisher 8_1__f001144__t001.jpg,505.7952576,37.91010284,995.4951172,728.6507568,0.921601057,233.8984784,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
1919,2_Demolisher 8_1__f001167__t021.jpg,1650.122559,109.2936249,1908.653931,461.5335083,0.870411396,239.6972886,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1923,2_Demolisher 8_2__f000053__t002.jpg,1508.137817,167.8653717,1734.893555,539.1530762,0.877427042,242.8962612,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1924,2_Demolisher 8_2__f000059__t003.jpg,313.5991211,2.581720352,763.4622192,785.3079834,0.852016866,303.2731829,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1925,2_Demolisher 8_2__f000082__t002.jpg,1499.137695,161.8398895,1758.57373,533.770874,0.868882716,264.1669416,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1927,2_Demolisher 8_2__f000107__t012.jpg,768.2277222,127.0313568,995.9721069,442.340332,0.672142804,239.3261897,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1928,2_Demolisher 8_2__f000121__t010.jpg,1079.942261,100.3431931,1382.579956,474.8604126,0.870366514,240.9690489,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
1929,2_Demolisher 8_2__f000139__t010.jpg,1095.967285,118.8122559,1398.171143,486.4719849,0.885488868,222.6591297,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1930,2_Demolisher 8_2__f000143__t002.jpg,1601.635498,208.6986542,1857.06543,562.7634277,0.772581279,224.671494,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1931,2_Demolisher 8_2__f000148__t012.jpg,783.5410156,163.7447052,1072.210449,483.7977295,0.495616466,221.0042219,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1932,2_Demolisher 8_2__f000149__t003.jpg,412.7722168,1.376937151,873.7119751,820.710144,0.833687007,222.0789191,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1935,2_Demolisher 8_2__f000197__t012.jpg,798.7963867,170.1572876,1094.870239,492.5588379,0.799755037,193.0929045,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1936,2_Demolisher 8_2__f000211__t010.jpg,1137.88562,133.3878937,1448.905273,498.7851868,0.905563891,198.2337122,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1938,2_Demolisher 8_2__f000239__t003.jpg,416.0381165,0.143976122,920.9446411,821.9115601,0.821485698,202.9733933,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1939,2_Demolisher 8_2__f000278__t004.jpg,1636.493896,0.800297737,1870.611572,601.5526123,0.788412869,201.2926781,DEM,7,5,9,2.0,1.0,1.0,9,6,10,11
1940,2_Demolisher 8_2__f000287__t012.jpg,822.4294434,160.0039978,1073.47583,510.6883545,0.714269161,201.3356973,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1941,2_Demolisher 8_2__f000301__t010.jpg,1123.566284,130.1663361,1522.205444,500.4056091,0.891723394,203.9607421,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1942,2_Demolisher 8_2__f000319__t010.jpg,1120.746704,124.7216721,1484.201172,498.2990112,0.871469975,200.7237884,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1943,2_Demolisher 8_2__f000328__t012.jpg,816.3703613,161.2676697,1063.938477,491.6225891,0.532841027,170.1065825,DEM,7,1,7,2.0,1.0,1.0,9,2,9,10
1944,2_Demolisher 8_2__f000329__t003.jpg,413.2926025,0.51877898,840.6375732,820.9709473,0.831768334,206.6584846,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1946,2_Demolisher 8_2__f000377__t012.jpg,846.7839966,170.4227753,1118.653442,489.3844604,0.810826838,204.9586514,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
1947,2_Demolisher 8_2__f000391__t010.jpg,1165.088623,122.8735199,1463.650024,496.5303345,0.868308246,160.25565,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1949,2_Demolisher 8_2__f000419__t003.jpg,449.2657471,1.997431993,911.8771973,813.6785889,0.756196976,302.7311748,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1951,2_Demolisher 8_2__f000499__t010.jpg,1161.358643,110.666626,1479.902832,475.8137207,0.880609334,241.2819514,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1952,2_Demolisher 8_2__f000508__t012.jpg,935.0892334,115.8171616,1203.18042,440.7482605,0.88532728,245.1417079,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1953,2_Demolisher 8_2__f000509__t003.jpg,448.12323,2.683933258,928.2103271,798.710083,0.911145031,210.6792851,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1954,2_Demolisher 8_2__f000599__t003.jpg,448.2748718,2.15628171,865.8359375,817.9571533,0.747647166,224.1339857,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1955,2_Demolisher 8_2__f000603__t003.jpg,447.125824,1.34144187,853.8212891,817.6169434,0.829051852,200.2836013,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1958,2_Demolisher 8_2__f000690__t012.jpg,1001.668823,140.1622162,1266.798828,468.9313354,0.852100909,127.0403478,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1959,2_Demolisher 8_2__f000714__t010.jpg,1203.364746,113.4750443,1521.688599,493.6385498,0.787102938,165.3052316,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1960,2_Demolisher 8_2__f000744__t016.jpg,1669.046631,201.2241974,1920.0,557.3914185,0.896710575,167.9330898,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1961,2_Demolisher 8_2__f000783__t003.jpg,502.4308167,4.998448849,996.6296997,821.428894,0.916524947,138.2388964,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
1962,2_Demolisher 8_2__f000797__t016.jpg,1672.471802,193.4237976,1917.951538,556.4053955,0.905050516,156.2065548,DEM,8,2,8,2.0,1.0,1.0,10,3,10,11
1963,2_Demolisher 8_2__f000834__t016.jpg,1654.608643,187.0765381,1917.962158,553.305481,0.904958725,174.3956614,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
1964,2_Demolisher 8_2__f000870__t012.jpg,995.237793,128.9098969,1252.971313,448.9460449,0.873326182,167.5130729,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1965,2_Demolisher 8_2__f000894__t010.jpg,1204.592651,92.50480652,1517.948242,477.0227661,0.864061058,172.8911912,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
1966,2_Demolisher_4__f000179__t001.jpg,279.5845642,1.763603449,825.5278931,1374.962891,0.890604198,705.5366195,DEM,3,2,3,2.0,1.0,1.0,5,3,4,5
1967,2_Demolisher_4__f000351__t003.jpg,970.3339233,344.0606384,1080.0,1198.065063,0.77636081,746.2017452,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1968,2_Demolisher_4__f000359__t001.jpg,272.6040955,182.7308197,744.076355,1352.850098,0.893862665,754.8930411,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1970,2_Demolisher_4__f000539__t001.jpg,282.199707,223.1748047,785.0987549,1348.423706,0.918316185,753.7140938,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1972,2_Demolisher_4__f000719__t001.jpg,305.8748474,219.6446991,800.8403931,1348.83252,0.897606134,728.9413697,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1974,2_Demolisher_4__f000899__t001.jpg,334.8459167,162.5878906,818.034668,1362.057251,0.892239571,730.698337,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1976,2_Demolisher_4__f001079__t001.jpg,294.5520325,160.562439,815.6278076,1390.66748,0.89945817,761.1381519,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
1978,2_Demolisher_4__f001259__t001.jpg,288.7737122,110.9520874,806.5495605,1385.59375,0.894018352,717.23418,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1980,2_Demolisher_4__f001439__t001.jpg,277.1845398,85.03591919,784.5858765,1375.577881,0.863939703,734.0889404,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1982,2_Demolisher_4__f001619__t001.jpg,323.2859497,198.2502441,908.0336304,1438.21875,0.872881889,704.8637672,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
1984,2_Demolisher_4__f001799__t001.jpg,269.0574646,248.7586517,852.5997314,1441.773682,0.907813728,762.039474,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
1995,3_CDW Handler_6_1__f000016__t001.jpg,218.0005341,328.5179443,530.1018677,678.4395752,0.893591762,2851.900076,CDSS,7,4,8,1.0,1.0,2.0,8,6,10,11
1996,3_CDW Handler_6_1__f000295__t001.jpg,95.26591492,228.5246887,569.8035278,750.6655273,0.930895567,747.7694587,CDSS,7,4,8,1.0,1.0,2.0,8,6,10,11
1997,3_CDW Handler_6_1__f000475__t001.jpg,119.9634933,170.7862091,613.0025635,710.7950439,0.938194513,741.2769772,CDSS,5,4,5,1.0,1.0,2.0,6,6,8,9
1998,3_CDW Handler_6_1__f000655__t001.jpg,120.1415176,187.0054169,624.5305786,716.5547485,0.937572479,747.2751049,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
1999,3_CDW Handler_6_1__f000835__t001.jpg,126.7330246,192.3939514,631.2626343,705.8584595,0.93467176,714.772145,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
2000,3_CDW Handler_6_1__f001015__t001.jpg,129.2534332,190.4121552,634.6019897,710.2685547,0.944241583,774.6437785,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
2001,3_CDW Handler_6_1__f001195__t001.jpg,111.5126877,174.4147186,600.6550293,675.8863525,0.921124578,743.3528953,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
2003,3_CDW Handler_6_1__f001555__t001.jpg,122.8775482,183.8149872,642.3129883,707.7828369,0.938146353,746.4357571,CDSS,7,2,7,1.0,1.0,2.0,8,4,9,10
2004,3_CDW Handler_6_1__f001735__t001.jpg,117.8464355,181.9961853,633.6230469,709.6411133,0.927108169,760.9971733,CDSS,7,2,7,1.0,1.0,2.0,8,4,9,10
2005,3_CDW Handler_6_1__f001915__t001.jpg,106.0670471,204.1385345,639.3131104,745.6377563,0.935838044,755.9653728,CDSS,8,4,9,1.0,1.0,2.0,9,6,10,11
2007,3_CDW Handler_6_1__f002275__t001.jpg,120.1819305,214.1608582,657.1376343,755.7937012,0.914360285,775.4759801,CDSS,8,4,9,1.0,1.0,2.0,9,6,10,11
2008,3_CDW Handler_6_1__f002455__t001.jpg,97.47470856,326.2840576,601.7635498,825.1884155,0.922997236,743.4417133,CDSS,7,2,7,1.0,1.0,2.0,8,4,9,10
2009,3_CDW Handler_6_1__f002635__t001.jpg,80.29990387,348.303833,590.8161011,847.2718506,0.925396383,753.2265415,CDSS,6,2,6,1.0,1.0,2.0,7,4,8,9
2010,3_CDW Handler_6_1__f002815__t001.jpg,78.16667175,393.83255,577.8820801,879.6915283,0.939921558,817.6980917,CDSS,7,5,9,1.0,1.0,2.0,8,7,10,11
2017,3_CDW Handler_6_1__f004075__t001.jpg,123.726326,423.9756775,616.7248535,882.9118652,0.928813219,900.1050043,CDSS,8,4,9,1.0,1.0,2.0,9,6,10,11
2024,3_CDW Handler_6_3__f000545__t001.jpg,469.3236084,350.6729431,975.706543,928.6555786,0.938922822,1784.298802,CDSS,6,4,7,1.0,1.0,2.0,7,6,9,10
2026,3_CDW Handler_6_3__f000725__t001.jpg,476.7131042,337.4921875,979.4907837,924.5813599,0.940932691,1861.285964,CDSS,6,5,8,1.0,1.0,2.0,7,7,9,10
2030,3_CDW Handler_6_3__f001085__t001.jpg,494.924469,284.899353,991.2597046,919.3412476,0.939528227,1832.181939,CDSS,5,4,5,1.0,1.0,2.0,6,6,8,9
2034,3_CDW Handler_6_3__f001445__t001.jpg,484.7514038,368.885376,1001.72229,918.8178101,0.938957214,1899.56897,CDSS,4,4,4,1.0,1.0,2.0,5,6,7,8
2044,3_CDW Handler_6_3__f002345__t001.jpg,521.7749023,359.785553,1019.18634,938.9128418,0.935146034,1901.120812,CDSS,5,4,5,1.0,1.0,2.0,6,6,8,9
2046,3_CDW Handler_6_3__f002525__t001.jpg,505.958374,357.7926941,1013.550659,940.6269531,0.954042792,1828.142689,CDSS,7,2,7,1.0,1.0,2.0,8,4,9,10
2048,3_CDW Handler_6_3__f002705__t001.jpg,506.0570068,367.1819763,1016.622681,947.8773193,0.94794637,1867.688546,CDSS,4,2,4,1.0,1.0,2.0,5,4,5,6
2050,3_CDW Handler_6_3__f002885__t001.jpg,507.8748779,366.9748535,1015.789246,961.6682739,0.944893837,1834.11356,CDSS,5,2,4,1.0,1.0,2.0,6,4,7,8
2052,3_CDW Handler_6_3__f003065__t001.jpg,488.8208313,375.9711914,1008.206604,966.2996826,0.94840759,1890.390859,CDSS,6,4,7,1.0,1.0,2.0,7,6,9,10
2056,3_CDW Handler_6_3__f003425__t001.jpg,471.1946716,409.6258545,1020.078491,973.1798096,0.928769886,1908.070813,CDSS,6,4,7,1.0,1.0,2.0,7,6,9,10
2059,3_Demolisher 1__f000026__t001.jpg,247.4123993,326.3016968,510.0844421,761.9591064,0.919610918,982.268278,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
2060,3_Demolisher 1__f000206__t001.jpg,200.0226135,0.004173198,862.2417603,871.4866943,0.917320907,301.3559663,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
2062,3_Demolisher 1__f000364__t007.jpg,75.94716644,260.4837341,348.3094482,874.8035889,0.886573434,283.0686756,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
2063,3_Demolisher 1__f000386__t001.jpg,206.8472595,0.060839403,830.4192505,869.2767334,0.926131368,309.4921248,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
2064,3_Demolisher 1__f000398__t007.jpg,79.62835693,258.9849854,351.0388794,872.567749,0.892056644,315.2684175,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
2070,3_Demolisher 1__f000690__t007.jpg,0.0,343.0849609,277.8570557,912.999939,0.367423773,300.8187989,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
2071,3_Demolisher 1__f000746__t001.jpg,16.01698494,252.7276154,608.9858398,915.4077148,0.931356609,352.865187,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
2073,3_Demolisher 1__f001106__t001.jpg,34.24457169,154.4608917,641.8874512,898.6141357,0.918856144,299.6563252,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
2074,3_Demolisher 1__f001274__t009.jpg,9.173798561,196.4789581,302.2491455,891.786377,0.898913443,336.4382652,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
2075,3_Demolisher 1__f001286__t001.jpg,167.3480988,147.2408295,633.2930298,891.3624878,0.920520365,350.9867309,DEM,7,2,7,2.0,1.0,1.0,9,3,9,10
2076,3_Demolisher 1__f001291__t009.jpg,0.0,181.1318207,262.2793579,892.1571655,0.8842659,312.2852024,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
2077,3_Demolisher 1__f001381__t009.jpg,65.38332367,186.4493103,350.5278625,886.8560791,0.883783698,376.1254685,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
2079,3_Demolisher 1__f001466__t001.jpg,182.7315979,153.6468201,680.9182129,886.7080078,0.837575376,344.7263579,DEM,6,2,6,2.0,1.0,1.0,8,3,8,9
2081,3_Demolisher 1__f001561__t009.jpg,44.12169266,187.4902344,392.838562,892.8485718,0.912420988,353.2601297,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
2083,3_Demolisher 1__f001646__t001.jpg,137.8687592,222.2730713,789.1066895,897.5426025,0.945002437,380.2718383,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
2085,3_Demolisher 1__f001718__t009.jpg,20.72710419,188.8419342,382.5889587,892.8494873,0.845410705,356.7197046,DEM,7,4,8,2.0,1.0,1.0,9,5,10,11
